Year,Month,Day,Sunspots_Mean
1858,8,28,104.9
1858,9,28,152.2
1858,10,28,173.2
1858,11,28,98.6
1858,12,28,127
1859,1,28,159
1859,2,27,166.4
1859,3,28,171.5
1859,4,28,162.9
1859,5,28,172.8
1859,6,28,165.2
1859,7,28,180.7
1859,8,28,203
1859,9,28,200.9
1859,10,28,217.8
1859,11,28,184.6
1859,12,29,153.9
1860,1,28,156.6
1860,2,27,167.9
1860,3,28,188
1860,4,28,135.7
1860,5,28,203.5
1860,6,28,206.3
1860,7,28,221.9
1860,8,28,190.5
1860,9,28,175.2
1860,10,28,171.1
1860,11,27,186
1860,12,28,181.7
1861,1,28,118.5
1861,2,26,147.5
1861,3,28,192
1861,4,27,187.1
1861,5,28,107.8
1861,6,27,167.5
1861,7,28,148.2
1861,8,28,156.7
1861,9,27,151.9
1861,10,28,127.7
1861,11,27,102
1861,12,28,152.8
1862,1,28,119.9
1862,2,26,122.4
1862,3,28,82.7
1862,4,28,102.1
1862,5,28,122.4
1862,6,28,159.7
1862,7,28,139.5
1862,8,28,118.7
1862,9,28,126.4
1862,10,28,79.8
1862,11,28,96
1862,12,28,77.6
1863,1,28,91.8
1863,2,27,107.7
1863,3,28,126
1863,4,28,77.1
1863,5,28,102.1
1863,6,28,77.6
1863,7,28,62
1863,8,28,91.3
1863,9,28,41.7
1863,10,28,75.7
1863,11,28,71.6
1863,12,29,78.1
1864,1,28,109.7
1864,2,27,89.5
1864,3,28,125.9
1864,4,28,68.1
1864,5,28,77.1
1864,6,28,109.9
1864,7,28,103.8
1864,8,28,104.1
1864,9,28,54.2
1864,10,28,64.4
1864,11,27,109.3
1864,12,28,54.3
1865,1,28,92.5
1865,2,26,74.6
1865,3,28,75
1865,4,27,55.9
1865,5,28,65.6
1865,6,27,63.8
1865,7,28,50.8
1865,8,28,71.8
1865,9,27,41
1865,10,28,32.5
1865,11,27,46.7
1865,12,28,24.3
1866,1,28,60
1866,2,26,72.9
1866,3,28,46.6
1866,4,28,33.5
1866,5,28,24.6
1866,6,28,31.4
1866,7,28,17.6
1866,8,28,24.2
1866,9,28,13.9
1866,10,28,26.8
1866,11,28,17.2
1866,12,28,2.9
1867,1,28,0
1867,2,27,1.4
1867,3,28,17.4
1867,4,28,9.7
1867,5,28,5.5
1867,6,28,2.8
1867,7,28,9.5
1867,8,28,9.1
1867,9,28,18.7
1867,10,28,25.5
1867,11,28,18.1
1867,12,29,47.9
1868,1,28,25.9
1868,2,27,26.3
1868,3,28,44
1868,4,28,61.1
1868,5,28,44.5
1868,6,28,51.8
1868,7,28,48.3
1868,8,28,57.3
1868,9,28,78.7
1868,10,28,102.8
1868,11,27,98.7
1868,12,28,112.8
1869,1,28,101.6
1869,2,26,99.9
1869,3,28,88
1869,4,27,68.4
1869,5,28,173.4
1869,6,27,180.7
1869,7,28,98.8
1869,8,28,132.7
1869,9,27,134.5
1869,10,28,99
1869,11,27,130.2
1869,12,28,174.1
1870,1,28,129
1870,2,26,191.7
1870,3,28,262.7
1870,4,28,266.9
1870,5,28,293.6
1870,6,28,226.3
1870,7,28,220.9
1870,8,28,256.5
1870,9,28,226.8
1870,10,28,244.3
1870,11,28,246
1870,12,28,216.7
1871,1,28,147.2
1871,2,27,209
1871,3,28,238.7
1871,4,28,270.9
1871,5,28,242.6
1871,6,28,152.9
1871,7,28,171.8
1871,8,28,183.7
1871,9,28,133.9
1871,10,28,148.5
1871,11,28,175.7
1871,12,29,150.8
1872,1,28,132.7
1872,2,27,200.3
1872,3,28,147.5
1872,4,28,170.4
1872,5,28,179.5
1872,6,28,183.3
1872,7,28,176
1872,8,28,155
1872,9,28,191.1
1872,10,28,171.2
1872,11,27,186.8
1872,12,28,139.9
1873,1,28,144.6
1873,2,26,178.4
1873,3,28,164
1873,4,27,127.1
1873,5,28,80
1873,6,27,74.8
1873,7,28,111.7
1873,8,28,113.8
1873,9,27,78.7
1873,10,28,78.6
1873,11,27,92.5
1873,12,28,82
1874,1,28,101.4
1874,2,26,107.1
1874,3,28,77.5
1874,4,28,53.5
1874,5,28,74.6
1874,6,28,63.8
1874,7,28,113.2
1874,8,28,102.3
1874,9,28,46.8
1874,10,28,57.4
1874,11,28,48.2
1874,12,28,48.8
1875,1,28,24.4
1875,2,27,35.9
1875,3,28,56.4
1875,4,28,48.6
1875,5,28,19.2
1875,6,28,39.9
1875,7,28,20.9
1875,8,28,24.4
1875,9,28,4
1875,10,28,21.3
1875,11,28,29.6
1875,12,29,16.5
1876,1,28,23.9
1876,2,27,25.1
1876,3,28,51.1
1876,4,28,3.9
1876,5,28,8.5
1876,6,28,2.7
1876,7,28,25.5
1876,8,28,14.8
1876,9,28,16.6
1876,10,28,23.9
1876,11,27,16.6
1876,12,28,13.6
1877,1,28,40.6
1877,2,26,14.5
1877,3,28,19.9
1877,4,27,26.3
1877,5,28,36.1
1877,6,27,23.6
1877,7,28,10
1877,8,28,10.5
1877,9,27,28.1
1877,10,28,11.2
1877,11,27,23.6
1877,12,28,3.5
1878,1,28,5.5
1878,2,26,11
1878,3,28,13.1
1878,4,28,0.2
1878,5,28,9.9
1878,6,28,10.7
1878,7,28,0.2
1878,8,28,0
1878,9,28,8.8
1878,10,28,1.9
1878,11,28,6.8
1878,12,28,0.9
1879,1,28,1.6
1879,2,27,0.9
1879,3,28,0
1879,4,28,10.4
1879,5,28,4
1879,6,28,8
1879,7,28,12.6
1879,8,28,17.9
1879,9,28,10.1
1879,10,28,20.4
1879,11,28,21.9
1879,12,29,12.2
1880,1,28,40.1
1880,2,27,45.4
1880,3,28,32.1
1880,4,28,32.4
1880,5,28,39.1
1880,6,28,56.9
1880,7,28,36.5
1880,8,28,80.3
1880,9,28,110.1
1880,10,28,71.7
1880,11,27,51.1
1880,12,28,49.4
1881,1,28,60.6
1881,2,26,88.6
1881,3,28,85.8
1881,4,27,86.1
1881,5,28,72.5
1881,6,27,100.8
1881,7,28,128.2
1881,8,28,97.3
1881,9,27,88.6
1881,10,28,107.3
1881,11,27,91.5
1881,12,28,78.8
1882,1,28,75
1882,2,26,115.9
1882,3,28,111.5
1882,4,28,159.6
1882,5,28,106.9
1882,6,28,75.4
1882,7,28,75.7
1882,8,28,67.5
1882,9,28,96.1
1882,10,28,98.6
1882,11,28,140.6
1882,12,28,69.7
1883,1,28,101
1883,2,27,78.2
1883,3,28,71.3
1883,4,28,136.8
1883,5,28,52.5
1883,6,28,127.2
1883,7,28,134.4
1883,8,28,76.6
1883,9,28,87.8
1883,10,28,139.6
1883,11,28,140.8
1883,12,29,126.5
1884,1,28,152.6
1884,2,27,144.8
1884,3,28,145.8
1884,4,28,126.9
1884,5,28,110.9
1884,6,28,85.3
1884,7,28,88.5
1884,8,28,93.1
1884,9,28,103.1
1884,10,28,79.6
1884,11,27,60.9
1884,12,28,78.6
1885,1,28,71.4
1885,2,26,119.7
1885,3,28,82.9
1885,4,27,91.7
1885,5,28,121.6
1885,6,27,139.5
1885,7,28,110.9
1885,8,28,83.5
1885,9,27,66
1885,10,28,64.5
1885,11,27,51.6
1885,12,28,36.3
1886,1,28,49.8
1886,2,26,43.2
1886,3,28,95.5
1886,4,28,72.9
1886,5,28,51.2
1886,6,28,45.3
1886,7,28,50.4
1886,8,28,28.1
1886,9,28,35.7
1886,10,28,14.4
1886,11,28,0.6
1886,12,28,21.7
1887,1,28,17
1887,2,27,22
1887,3,28,7.1
1887,4,28,11.6
1887,5,28,33.4
1887,6,28,26.1
1887,7,28,38.9
1887,8,28,35.7
1887,9,28,12.4
1887,10,28,11
1887,11,28,11.5
1887,12,29,34.5
1888,1,28,21.2
1888,2,27,11.8
1888,3,28,13.1
1888,4,28,8.5
1888,5,28,11.7
1888,6,28,11.8
1888,7,28,5
1888,8,28,4.6
1888,9,28,14.6
1888,10,28,3.4
1888,11,27,17.9
1888,12,28,11.1
1889,1,28,1.3
1889,2,26,14.2
1889,3,28,11.1
1889,4,27,7.3
1889,5,28,4
1889,6,27,10.8
1889,7,28,15.8
1889,8,28,34.3
1889,9,27,10.9
1889,10,28,3.4
1889,11,27,0.3
1889,12,28,11.2
1890,1,28,8.8
1890,2,26,1.1
1890,3,28,8.5
1890,4,28,2.7
1890,5,28,7.9
1890,6,28,2.2
1890,7,28,19.3
1890,8,28,14.2
1890,9,28,28.6
1890,10,28,18.6
1890,11,28,15.9
1890,12,28,13.1
1891,1,28,22.5
1891,2,27,36.9
1891,3,28,17.2
1891,4,28,34.2
1891,5,28,68.5
1891,6,28,80.4
1891,7,28,98
1891,8,28,55.1
1891,9,28,89.7
1891,10,28,86
1891,11,28,69.8
1891,12,29,54.3
1892,1,28,115.2
1892,2,27,126.1
1892,3,28,83.3
1892,4,28,116
1892,5,28,132.7
1892,6,28,127.3
1892,7,28,127.6
1892,8,28,169
1892,9,28,104.7
1892,10,28,117.5
1892,11,27,108.9
1892,12,28,131
1893,1,28,125
1893,2,26,121.6
1893,3,28,109.5
1893,4,27,146.8
1893,5,28,141.3
1893,6,27,149.8
1893,7,28,147.6
1893,8,28,215.4
1893,9,27,129.9
1893,10,28,133.3
1893,11,27,125.2
1893,12,28,156.4
1894,1,28,138.6
1894,2,26,141
1894,3,28,87.1
1894,4,28,136
1894,5,28,168.7
1894,6,28,164.8
1894,7,28,176.7
1894,8,28,117.1
1894,9,28,110
1894,10,28,125.7
1894,11,28,94.3
1894,12,28,100.1
1895,1,28,105.4
1895,2,27,112
1895,3,28,101.6
1895,4,28,128.2
1895,5,28,112.5
1895,6,28,119.1
1895,7,28,79.7
1895,8,28,114.9
1895,9,28,96.1
1895,10,28,113.2
1895,11,28,78.6
1895,12,29,117.9
1896,1,28,48.4
1896,2,27,95.7
1896,3,28,86.5
1896,4,28,73
1896,5,28,46.1
1896,6,28,81.7
1896,7,28,75.2
1896,8,28,45.4
1896,9,28,102.2
1896,10,28,47.9
1896,11,27,63.3
1896,12,28,71
1897,1,28,67.6
1897,2,26,49
1897,3,28,48.7
1897,4,27,51.7
1897,5,28,33.3
1897,6,27,18.9
1897,7,28,46.1
1897,8,28,36.4
1897,9,27,80.4
1897,10,28,23.9
1897,11,27,14
1897,12,28,55.5
1898,1,28,50.4
1898,2,26,60.7
1898,3,28,63.9
1898,4,28,24.2
1898,5,28,43
1898,6,28,37.1
1898,7,28,15
1898,8,28,52.3
1898,9,28,58.1
1898,10,28,57.1
1898,11,28,51.6
1898,12,28,21.1
1899,1,28,32.4
1899,2,27,15.3
1899,3,28,30.3
1899,4,28,23.6
1899,5,28,12.9
1899,6,28,34.1
1899,7,28,22.5
1899,8,28,4.9
1899,9,28,14
1899,10,28,21.7
1899,11,28,13
1899,12,29,17.6
1900,1,28,15.7
1900,2,27,22.8
1900,3,29,14.4
1900,4,28,26.8
1900,5,29,25.3
1900,6,28,20.1
1900,7,29,13.9
1900,8,29,7.1
1900,9,28,13.9
1900,10,29,21.6
1900,11,28,7.5
1900,12,29,0.5
1901,1,29,0.4
1901,2,27,4
1901,3,29,7.4
1901,4,28,0
1901,5,29,17
1901,6,28,9.7
1901,7,29,1.2
1901,8,29,1.7
1901,9,28,0.9
1901,10,29,6.3
1901,11,28,6.4
1901,12,29,0
1902,1,29,9.3
1902,2,27,0
1902,3,29,20.7
1902,4,29,0
1902,5,29,4.7
1902,6,29,2.4
1902,7,29,1.5
1902,8,29,3.8
1902,9,29,12.6
1902,10,29,27.2
1902,11,29,17.2
1902,12,29,1.8
1903,1,29,13.9
1903,2,28,28.4
1903,3,29,22.5
1903,4,29,43.5
1903,5,29,24.3
1903,6,29,27.2
1903,7,29,46.4
1903,8,29,48
1903,9,29,18.5
1903,10,29,64.8
1903,11,29,74.2
1903,12,30,76.2
1904,1,29,52.6
1904,2,28,40.8
1904,3,29,61.9
1904,4,29,71.6
1904,5,29,65.7
1904,6,29,69.8
1904,7,29,84.3
1904,8,29,97.1
1904,9,29,50.2
1904,10,29,90.4
1904,11,28,63.4
1904,12,29,91.1
1905,1,29,91.2
1905,2,27,143
1905,3,29,94.3
1905,4,28,65.5
1905,5,29,79.9
1905,6,28,81.6
1905,7,29,121.6
1905,8,29,98.1
1905,9,28,91.8
1905,10,29,131.2
1905,11,28,178.7
1905,12,29,92.5
1906,1,29,75.8
1906,2,27,52.3
1906,3,29,107.4
1906,4,29,92.2
1906,5,29,96.2
1906,6,29,105.3
1906,7,29,172.7
1906,8,29,79.6
1906,9,29,93.5
1906,10,29,29.7
1906,11,29,64.8
1906,12,29,108
1907,1,29,127.4
1907,2,28,180.3
1907,3,29,101.1
1907,4,29,87.6
1907,5,29,71.4
1907,6,29,67.2
1907,7,29,82.9
1907,8,29,90.5
1907,9,29,141.7
1907,10,29,109.1
1907,11,29,102.5
1907,12,30,78.9
1908,1,29,65.4
1908,2,28,56.6
1908,3,29,47.9
1908,4,29,96.1
1908,5,29,68
1908,6,29,80.2
1908,7,29,65.8
1908,8,29,150.9
1908,9,29,144.9
1908,10,29,53.9
1908,11,28,75.9
1908,12,29,65.9
1909,1,29,94.6
1909,2,27,77.6
1909,3,29,110.5
1909,4,28,53.7
1909,5,29,60
1909,6,28,37.8
1909,7,29,59.6
1909,8,29,38.5
1909,9,28,64.7
1909,10,29,97.4
1909,11,28,93
1909,12,29,90.2
1910,1,29,44
1910,2,27,52.5
1910,3,29,35.7
1910,4,29,14.1
1910,5,29,36.9
1910,6,29,20.5
1910,7,29,23.5
1910,8,29,19.3
1910,9,29,43.7
1910,10,29,63.9
1910,11,29,8.3
1910,12,29,9.6
1911,1,29,5.6
1911,2,28,15
1911,3,29,13
1911,4,29,27.6
1911,5,29,15.1
1911,6,29,3.7
1911,7,29,5.9
1911,8,29,6.7
1911,9,29,6.7
1911,10,29,4.5
1911,11,29,7
1911,12,30,3.7
1912,1,29,0.4
1912,2,28,0
1912,3,29,8.2
1912,4,29,7.6
1912,5,29,7.4
1912,6,29,6.9
1912,7,29,4.9
1912,8,29,0.5
1912,9,29,15.9
1912,10,29,7.6
1912,11,28,1.9
1912,12,29,10.6
1913,1,29,3.8
1913,2,27,4.8
1913,3,29,0.8
1913,4,28,1.6
1913,5,29,0
1913,6,28,0
1913,7,29,2.9
1913,8,29,0.4
1913,9,28,2
1913,10,29,5.2
1913,11,28,1.2
1913,12,29,6.3
1914,1,29,4.7
1914,2,27,4.4
1914,3,29,5.3
1914,4,29,28.9
1914,5,29,8.7
1914,6,29,19.1
1914,7,29,9.1
1914,8,29,12.9
1914,9,29,21.2
1914,10,29,13.7
1914,11,29,27.3
1914,12,29,37.3
1915,1,29,38.5
1915,2,28,70.4
1915,3,29,64.8
1915,4,29,68.9
1915,5,29,55.1
1915,6,29,114.7
1915,7,29,119.4
1915,8,29,116
1915,9,29,82.4
1915,10,29,89.1
1915,11,29,70.9
1915,12,30,57.5
1916,1,29,75.5
1916,2,28,92.4
1916,3,29,111.7
1916,4,29,119.8
1916,5,29,124
1916,6,29,112.9
1916,7,29,89.3
1916,8,29,58.6
1916,9,29,75.1
1916,10,29,84.5
1916,11,28,109.5
1916,12,29,88.3
1917,1,29,124.5
1917,2,27,119.9
1917,3,29,158
1917,4,28,124.6
1917,5,29,190.2
1917,6,28,191.4
1917,7,29,199.7
1917,8,29,257.7
1917,9,28,215.6
1917,10,29,120.3
1917,11,28,160.7
1917,12,29,215.5
1918,1,29,160
1918,2,27,108.7
1918,3,29,120.4
1918,4,29,134.1
1918,5,29,127.9
1918,6,29,99
1918,7,29,179.5
1918,8,29,169.6
1918,9,29,133.2
1918,10,29,141.7
1918,11,29,139
1918,12,29,98.5
1919,1,29,80.2
1919,2,28,132.5
1919,3,29,110.9
1919,4,29,86.3
1919,5,29,146.9
1919,6,29,185.3
1919,7,29,107.8
1919,8,29,115.1
1919,9,29,91.1
1919,10,29,88
1919,11,29,69.9
1919,12,30,58
1920,1,29,85.3
1920,2,28,89.8
1920,3,29,116.9
1920,4,29,24.7
1920,5,29,55.4
1920,6,29,64.6
1920,7,29,45.7
1920,8,29,31.9
1920,9,29,60.5
1920,10,29,82.7
1920,11,28,45.3
1920,12,29,49.8
1921,1,29,52.5
1921,2,27,47.1
1921,3,29,44.5
1921,4,28,54
1921,5,29,37
1921,6,28,56.2
1921,7,29,69.7
1921,8,29,38
1921,9,28,29.6
1921,10,29,30.3
1921,11,28,29.6
1921,12,29,33.9
1922,1,29,19.7
1922,2,27,43.9
1922,3,29,91.3
1922,4,29,18.3
1922,5,29,13.4
1922,6,29,9.8
1922,7,29,18.3
1922,8,29,10.9
1922,9,29,7.8
1922,10,29,10.4
1922,11,29,12.2
1922,12,29,29
1923,1,29,7.5
1923,2,28,2.5
1923,3,29,5.5
1923,4,29,10.2
1923,5,29,5.3
1923,6,29,15.3
1923,7,29,5.9
1923,8,29,0.8
1923,9,29,22.1
1923,10,29,19.5
1923,11,29,16.7
1923,12,30,4.6
1924,1,29,0.8
1924,2,28,8.5
1924,3,29,3
1924,4,29,18.9
1924,5,29,34.6
1924,6,29,40
1924,7,29,46.9
1924,8,29,32.1
1924,9,29,41.9
1924,10,29,42.6
1924,11,28,37.5
1924,12,29,27.5
1925,1,29,9.1
1925,2,27,38.6
1925,3,29,30
1925,4,28,53
1925,5,29,71.4
1925,6,28,79.1
1925,7,29,64.2
1925,8,29,63.3
1925,9,28,100.3
1925,10,29,115.3
1925,11,28,97.6
1925,12,29,164.4
1926,1,29,119.7
1926,2,27,116.4
1926,3,29,104.2
1926,4,29,64.2
1926,5,29,107
1926,6,29,122.4
1926,7,29,87.2
1926,8,29,102.7
1926,9,29,101.4
1926,10,29,119.3
1926,11,29,100.8
1926,12,29,132.4
1927,1,29,136
1927,2,28,155.1
1927,3,29,116.1
1927,4,29,155.8
1927,5,29,131.9
1927,6,29,98.5
1927,7,29,91.6
1927,8,29,89.6
1927,9,29,114.1
1927,10,29,105.2
1927,11,29,112.1
1927,12,30,75.3
1928,1,29,139.2
1928,2,28,122.4
1928,3,29,142.4
1928,4,29,134.3
1928,5,29,128.3
1928,6,29,152.4
1928,7,29,163.4
1928,8,29,139.6
1928,9,29,149.6
1928,10,29,102.3
1928,11,28,83.9
1928,12,29,98.3
1929,1,29,114.8
1929,2,27,104.7
1929,3,29,83.8
1929,4,28,87.9
1929,5,29,97
1929,6,28,119.9
1929,7,29,117.1
1929,8,29,109.6
1929,9,28,57.3
1929,10,29,90.1
1929,11,28,135.1
1929,12,29,179.9
1930,1,29,108.8
1930,2,27,83.1
1930,3,29,58.4
1930,4,29,63.7
1930,5,29,61.4
1930,6,29,48
1930,7,29,36.5
1930,8,29,41.5
1930,9,29,53.5
1930,10,29,57.2
1930,11,29,59.4
1930,12,29,43
1931,1,29,24.4
1931,2,28,71.8
1931,3,29,50.1
1931,4,29,52
1931,5,29,40.8
1931,6,29,25.5
1931,7,29,29
1931,8,29,21.6
1931,9,29,31.7
1931,10,29,16.6
1931,11,29,31.2
1931,12,30,29.7
1932,1,29,20.1
1932,2,28,17.6
1932,3,29,18.8
1932,4,29,18.7
1932,5,29,29.7
1932,6,29,36.9
1932,7,29,16
1932,8,29,11.3
1932,9,29,6.6
1932,10,29,14.8
1932,11,28,13.7
1932,12,29,18.5
1933,1,29,20.4
1933,2,27,36.9
1933,3,29,16.8
1933,4,28,4.9
1933,5,29,5.3
1933,6,28,8.7
1933,7,29,4.7
1933,8,29,0.4
1933,9,28,8.5
1933,10,29,5
1933,11,28,1
1933,12,29,0.4
1934,1,29,5.7
1934,2,27,12.9
1934,3,29,7.2
1934,4,29,18.8
1934,5,29,32.9
1934,6,29,11.2
1934,7,29,15.3
1934,8,29,13.9
1934,9,29,6.7
1934,10,29,9.5
1934,11,29,14.5
1934,12,29,25.7
1935,1,29,31.1
1935,2,28,34.1
1935,3,29,38.5
1935,4,29,20.4
1935,5,29,45.4
1935,6,29,76.2
1935,7,29,56.5
1935,8,29,50.2
1935,9,29,70.1
1935,10,29,88.7
1935,11,29,107
1935,12,30,102.5
1936,1,29,104.7
1936,2,28,123.9
1936,3,29,128.4
1936,4,29,124.8
1936,5,29,90.9
1936,6,29,116.7
1936,7,29,87.2
1936,8,29,145
1936,9,29,126.7
1936,10,29,148.2
1936,11,28,192.3
1936,12,29,205.6
1937,1,29,220.9
1937,2,27,214.1
1937,3,29,139.7
1937,4,28,182.2
1937,5,29,194.4
1937,6,28,217.1
1937,7,29,241.8
1937,8,29,229.5
1937,9,28,167.9
1937,10,29,208.2
1937,11,28,123.9
1937,12,29,147.9
1938,1,29,164
1938,2,27,198.6
1938,3,29,144.2
1938,4,29,168.4
1938,5,29,212.3
1938,6,29,162.6
1938,7,29,275.6
1938,8,29,192.8
1938,9,29,149.3
1938,10,29,165.3
1938,11,29,203.6
1938,12,29,154.7
1939,1,29,133.9
1939,2,28,129
1939,3,29,107.8
1939,4,29,181.9
1939,5,29,197.3
1939,6,29,168.3
1939,7,29,162.6
1939,8,29,176.3
1939,9,29,187.7
1939,10,29,146.9
1939,11,29,113.7
1939,12,30,70.2
1940,1,29,84.1
1940,2,28,99.1
1940,3,29,138.9
1940,4,29,101.1
1940,5,29,90.6
1940,6,29,139.8
1940,7,29,112.5
1940,8,29,175.9
1940,9,29,110.8
1940,10,29,91.5
1940,11,28,97.4
1940,12,29,113.8
1941,1,29,76.1
1941,2,27,74.3
1941,3,29,77.5
1941,4,28,54.6
1941,5,29,49
1941,6,28,99.6
1941,7,29,111.4
1941,8,29,100.1
1941,9,28,109.8
1941,10,29,77.2
1941,11,28,64
1941,12,29,56.2
1942,1,29,59.5
1942,2,27,87.9
1942,3,29,90.4
1942,4,29,101.2
1942,5,29,41.8
1942,6,29,18.9
1942,7,29,29.6
1942,8,29,33.7
1942,9,29,28.7
1942,10,29,32
1942,11,29,51.3
1942,12,29,37.6
1943,1,29,20.7
1943,2,28,48.1
1943,3,29,45.7
1943,4,29,43.5
1943,5,29,23.6
1943,6,29,12.7
1943,7,29,22
1943,8,29,32.3
1943,9,29,16.7
1943,10,29,13
1943,11,29,17
1943,12,30,31.4
1944,1,29,6.1
1944,2,28,0.8
1944,3,29,18.3
1944,4,29,0.4
1944,5,29,4.1
1944,6,29,8.2
1944,7,29,8.5
1944,8,29,27.9
1944,9,29,23.7
1944,10,29,28.1
1944,11,28,17.9
1944,12,29,47.4
1945,1,29,30.8
1945,2,27,21.2
1945,3,29,35.9
1945,4,28,53.4
1945,5,29,51
1945,6,28,60.2
1945,7,29,71
1945,8,29,43.1
1945,9,28,58.1
1945,10,29,114.5
1945,11,28,76.6
1945,12,29,45.7
1946,1,29,79.3
1946,2,27,143.8
1946,3,29,127.7
1946,4,29,126.1
1946,5,29,141.6
1946,6,29,122.6
1946,7,29,193.7
1946,8,29,178.7
1946,9,29,157.4
1946,10,29,170.5
1946,11,29,206.3
1946,12,29,202.9
1947,1,29,163.7
1947,2,28,188.9
1947,3,29,183.8
1947,4,29,212.1
1947,5,29,285
1947,6,29,232.1
1947,7,29,223.5
1947,8,29,267.4
1947,9,29,239.9
1947,10,29,231.7
1947,11,29,181.3
1947,12,30,164.9
1948,1,29,153.6
1948,2,28,122
1948,3,29,134.3
1948,4,29,268.5
1948,5,29,246.4
1948,6,29,237.5
1948,7,29,201.4
1948,8,29,223.7
1948,9,29,202.9
1948,10,29,192.9
1948,11,28,135.6
1948,12,29,195.3
1949,1,29,168.6
1949,2,27,258
1949,3,29,223
1949,4,28,208.1
1949,5,29,150.4
1949,6,28,172.4
1949,7,29,178.3
1949,8,29,175.3
1949,9,28,205.8
1949,10,29,186.3
1949,11,28,203.2
1949,12,29,166.6
1950,1,29,143.9
1950,2,27,134.3
1950,3,29,155.4
1950,4,29,160.6
1950,5,29,150.5
1950,6,29,118.3
1950,7,29,128.9
1950,8,29,120.6
1950,9,29,72.7
1950,10,29,87
1950,11,29,77.7
1950,12,29,76.7
1951,1,29,85
1951,2,28,84.8
1951,3,29,79.3
1951,4,29,131.7
1951,5,29,153.7
1951,6,29,142.4
1951,7,29,87.2
1951,8,29,86.5
1951,9,29,117.7
1951,10,29,73.3
1951,11,29,74.2
1951,12,30,65
1952,1,29,57.9
1952,2,28,32.4
1952,3,29,31.5
1952,4,29,41.7
1952,5,29,33.6
1952,6,29,52
1952,7,29,56.1
1952,8,29,77.8
1952,9,29,40.4
1952,10,29,34.2
1952,11,28,31.8
1952,12,29,48.9
1953,1,29,37.9
1953,2,27,5.9
1953,3,29,14.7
1953,4,28,39.6
1953,5,29,18.3
1953,6,28,31.5
1953,7,29,12.7
1953,8,29,33.6
1953,9,28,28
1953,10,29,12.3
1953,11,28,2.5
1953,12,29,3.9
1954,1,29,0.4
1954,2,27,0.8
1954,3,29,15.8
1954,4,29,2.7
1954,5,29,1.2
1954,6,29,0.4
1954,7,29,7.3
1954,8,29,12.6
1954,9,29,2.3
1954,10,29,10.5
1954,11,29,13.4
1954,12,29,11.3
1955,1,29,33.4
1955,2,28,29.9
1955,3,29,7.3
1955,4,29,16.4
1955,5,29,41.3
1955,6,29,45.2
1955,7,29,38.2
1955,8,29,58
1955,9,29,60.8
1955,10,29,83
1955,11,29,126.3
1955,12,30,108.8
1956,1,29,104.1
1956,2,28,175.6
1956,3,29,167.7
1956,4,29,156.7
1956,5,29,193.4
1956,6,29,165.1
1956,7,29,182.7
1956,8,29,240.2
1956,9,29,245.4
1956,10,29,219.9
1956,11,28,285
1956,12,29,272
1957,1,29,233.7
1957,2,27,184.5
1957,3,29,222.8
1957,4,28,248
1957,5,29,233
1957,6,28,284.3
1957,7,29,265.1
1957,8,29,223.7
1957,9,28,334
1957,10,29,359.4
1957,11,28,298.6
1957,12,29,339
1958,1,29,286.7
1958,2,27,233.6
1958,3,29,270
1958,4,29,277.6
1958,5,29,248.2
1958,6,29,242.9
1958,7,29,271
1958,8,29,283.5
1958,9,29,285.1
1958,10,29,256.9
1958,11,29,215.6
1958,12,29,265.7
1959,1,29,307.7
1959,2,28,202.6
1959,3,29,263
1959,4,29,231.3
1959,5,29,243.6
1959,6,29,238.9
1959,7,29,211.9
1959,8,29,282.6
1959,9,29,205.6
1959,10,29,157.7
1959,11,29,175.6
1959,12,30,177.1
1960,1,29,207.2
1960,2,28,149.9
1960,3,29,144.6
1960,4,29,172.7
1960,5,29,169.3
1960,6,29,156
1960,7,29,172.4
1960,8,29,190
1960,9,29,180.1
1960,10,29,117.3
1960,11,28,126.9
1960,12,29,121.2
1961,1,29,82.1
1961,2,27,65.4
1961,3,29,75.2
1961,4,28,86.9
1961,5,29,72.3
1961,6,28,109.5
1961,7,29,99.3
1961,8,29,79.2
1961,9,28,90.1
1961,10,29,53.7
1961,11,28,46.5
1961,12,29,56.9
1962,1,29,55.1
1962,2,27,71.7
1962,3,29,64.9
1962,4,29,65.9
1962,5,29,61.9
1962,6,29,59.6
1962,7,29,31.4
1962,8,29,31.5
1962,9,29,72.7
1962,10,29,56.1
1962,11,29,38.8
1962,12,29,33.2
1963,1,29,28.7
1963,2,28,35.2
1963,3,29,24.8
1963,4,29,41.7
1963,5,29,61.1
1963,6,29,51.2
1963,7,29,28.7
1963,8,29,47.5
1963,9,29,55.2
1963,10,29,50.1
1963,11,29,33.7
1963,12,30,21.6
1964,1,29,22.6
1964,2,28,25.3
1964,3,29,24.1
1964,4,29,12.9
1964,5,29,14.3
1964,6,29,13.5
1964,7,29,4.8
1964,8,29,13.8
1964,9,29,7
1964,10,29,9.2
1964,11,28,11.1
1964,12,29,22.1
1965,1,29,25.4
1965,2,27,20.8
1965,3,29,17.5
1965,4,28,10.2
1965,5,29,34.5
1965,6,28,23.3
1965,7,29,17.3
1965,8,29,13.3
1965,9,28,24.5
1965,10,29,29.1
1965,11,28,22.8
1965,12,29,24.7
1966,1,29,40.3
1966,2,27,35.3
1966,3,29,36.4
1966,4,29,69
1966,5,29,64.2
1966,6,29,67.7
1966,7,29,80.2
